ORDERNUMBER,quantity,priceperunit,SALES,ORDERDATE,PRODUCTLINE,itemid,CUSTOMERNAME,PHONE,address,CustomerID
10108,44,100,4400,3/3/2003 0:00,Classic Cars,4721,Cruz & Sons Co.,0332-5553587,15 McCallum Street - NatWest Center #13-03,67
10122,28,100,2800,5/8/2003 0:00,Classic Cars,4721,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10135,31,100,3100,7/2/2003 0:00,Classic Cars,4721,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10146,29,100,2900,9/3/2003 0:00,Classic Cars,4721,Gift Ideas Corp.,0303-5554407,2440 Pompton St.,89
10159,32,100,3200,10/10/2003 0:00,Classic Cars,4721,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10169,33,100,3300,11/4/2003 0:00,Classic Cars,4721,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10180,44,100,4400,11/11/2003 0:00,Classic Cars,4721,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10191,32,100,3200,11/20/2003 0:00,Classic Cars,4721,"Toms Spezialitten, Ltd",0321-5554327,Mehrheimerstr. 369,69
10211,41,100,4100,1/15/2004 0:00,Classic Cars,4721,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10225,35,100,3500,2/22/2004 0:00,Classic Cars,4721,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10238,44,100,4400,4/9/2004 0:00,Classic Cars,4721,Danish Wholesale Imports,0300-0000000,Vinb'ltet 34,49
10252,26,100,2600,5/26/2004 0:00,Classic Cars,4721,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10264,20,100,2000,6/30/2004 0:00,Classic Cars,4721,Gifts4AllAges.com,0317-5559555,8616 Spinnaker Dr.,59
10276,48,100,4800,8/2/2004 0:00,Classic Cars,4721,Online Mini Collectables,0317-5557555,7635 Spinnaker Dr.,72
10287,34,100,3400,8/30/2004 0:00,Classic Cars,4721,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10299,49,100,4900,9/30/2004 0:00,Classic Cars,4721,"Toys of Finland, Co.",0300-0000000,Keskuskatu 45,17
10310,40,100,4000,10/16/2004 0:00,Classic Cars,4721,"Toms Spezialitten, Ltd",0321-5554327,Mehrheimerstr. 369,69
10319,45,100,4500,11/3/2004 0:00,Classic Cars,4721,Microscale Inc.,0312-5551957,5290 North Pendale Street,80
10330,50,100,5000,11/16/2004 0:00,Classic Cars,4721,Cruz & Sons Co.,0332-5553587,15 McCallum Street - NatWest Center #13-03,67
10342,38,100,3800,11/24/2004 0:00,Classic Cars,4721,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10355,25,100,2500,12/7/2004 0:00,Classic Cars,4721,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10363,28,100,2800,1/6/2005 0:00,Classic Cars,4721,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10378,49,100,4900,2/10/2005 0:00,Classic Cars,4721,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10390,49,100,4900,3/4/2005 0:00,Classic Cars,4721,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10110,42,61.29,2574.18,3/18/2003 0:00,Classic Cars,4933,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10124,23,61.29,1409.67,5/21/2003 0:00,Classic Cars,4933,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10148,29,61.29,1777.41,9/11/2003 0:00,Classic Cars,4933,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10161,25,61.29,1532.25,10/17/2003 0:00,Classic Cars,4933,Heintze Collectables,0300-0000000,Smagsloget 45,79
10173,39,61.29,2390.31,11/5/2003 0:00,Classic Cars,4933,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10182,44,61.29,2696.76,11/12/2003 0:00,Classic Cars,4933,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10193,25,61.29,1532.25,11/21/2003 0:00,Classic Cars,4933,"Australian Collectables, Ltd",0393-8446555,7 Allen Street,88
10204,45,61.29,2758.05,12/2/2003 0:00,Classic Cars,4933,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10213,25,61.29,1532.25,1/22/2004 0:00,Classic Cars,4933,"Double Decker Gift Stores, Ltd",0371-5557555,120 Hanover Sq.,53
10227,37,61.29,2267.73,3/2/2004 0:00,Classic Cars,4933,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10241,30,61.29,1838.7,4/13/2004 0:00,Classic Cars,4933,Mini Caravy,0300-0000000,"24, place Kluber",84
10267,36,61.29,2206.44,7/7/2004 0:00,Classic Cars,4933,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10279,26,61.29,1593.54,8/9/2004 0:00,Classic Cars,4933,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10288,23,61.29,1409.67,9/1/2004 0:00,Classic Cars,4933,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10302,23,61.29,1409.67,10/6/2003 0:00,Classic Cars,4933,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10311,25,61.29,1532.25,10/16/2004 0:00,Classic Cars,4933,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10332,21,61.29,1287.09,11/17/2004 0:00,Classic Cars,4933,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10344,26,61.29,1593.54,11/25/2004 0:00,Classic Cars,4933,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10367,44,61.29,2696.76,1/12/2005 0:00,Classic Cars,4933,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10380,24,61.29,1470.96,2/16/2005 0:00,Classic Cars,4933,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10407,66,61.29,4045.14,4/22/2005 0:00,Classic Cars,4933,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10420,36,61.29,2206.44,5/29/2005 0:00,Classic Cars,4933,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10110,36,85.25,3069,3/18/2003 0:00,Classic Cars,1046,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10124,22,85.25,1875.5,5/21/2003 0:00,Classic Cars,1046,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10148,25,85.25,2131.25,9/11/2003 0:00,Classic Cars,1046,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10161,37,85.25,3154.25,10/17/2003 0:00,Classic Cars,1046,Heintze Collectables,0300-0000000,Smagsloget 45,79
10172,32,85.25,2728,11/5/2003 0:00,Classic Cars,1046,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10182,47,85.25,4006.75,11/12/2003 0:00,Classic Cars,1046,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10192,37,85.25,3154.25,11/20/2003 0:00,Classic Cars,1046,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10204,20,85.25,1705,12/2/2003 0:00,Classic Cars,1046,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10212,41,85.25,3495.25,1/16/2004 0:00,Classic Cars,1046,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10226,21,85.25,1790.25,2/26/2004 0:00,Classic Cars,1046,Collectable Mini Designs Co.,0360-5558146,361 Furth Circle,56
10241,22,85.25,1875.5,4/13/2004 0:00,Classic Cars,1046,Mini Caravy,0300-0000000,"24, place Kluber",84
10267,40,85.25,3410,7/7/2004 0:00,Classic Cars,1046,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10279,32,85.25,2728,8/9/2004 0:00,Classic Cars,1046,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10288,36,85.25,3069,9/1/2004 0:00,Classic Cars,1046,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10301,27,85.25,2301.75,10/5/2003 0:00,Classic Cars,1046,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10311,26,85.25,2216.5,10/16/2004 0:00,Classic Cars,1046,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10321,30,85.25,2557.5,11/4/2004 0:00,Classic Cars,1046,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10332,23,85.25,1960.75,11/17/2004 0:00,Classic Cars,1046,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10344,29,85.25,2472.25,11/25/2004 0:00,Classic Cars,1046,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10367,21,85.25,1790.25,1/12/2005 0:00,Classic Cars,1046,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10380,34,85.25,2898.5,2/16/2005 0:00,Classic Cars,1046,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10407,26,85.25,2216.5,4/22/2005 0:00,Classic Cars,1046,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10420,60,85.25,5115,5/29/2005 0:00,Classic Cars,1046,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10104,35,55.49,1942.15,1/31/2003 0:00,Classic Cars,1444,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10115,47,55.49,2608.03,4/4/2003 0:00,Classic Cars,1444,Classic Legends Inc.,0312-5558493,5905 Pompton St.,28
10127,20,55.49,1109.8,6/3/2003 0:00,Classic Cars,1444,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10141,20,55.49,1109.8,8/1/2003 0:00,Classic Cars,1444,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10152,25,55.49,1387.25,9/25/2003 0:00,Classic Cars,1444,"Australian Gift Network, Co",0373-8446555,31 Duncan St. West End,29
10165,25,55.49,1387.25,10/22/2003 0:00,Classic Cars,1444,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10176,27,55.49,1498.23,11/6/2003 0:00,Classic Cars,1444,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10184,31,55.49,1720.19,11/14/2003 0:00,Classic Cars,1444,"Iberia Gift Imports, Corp.",0300-0000000,"C/ Romero, 33",82
10195,44,55.49,2441.56,11/25/2003 0:00,Classic Cars,1444,Mini Classics,0314-5554562,3758 North Pendale Street,48
10207,49,55.49,2719.01,12/9/2003 0:00,Classic Cars,1444,Diecast Collectables,0317-5552555,6251 Ingle Ln.,65
10220,26,55.49,1442.74,2/12/2004 0:00,Classic Cars,1444,"Clover Collections, Co.",0331-8621555,25 Maiden Lane,76
10230,36,55.49,1997.64,3/15/2004 0:00,Classic Cars,1444,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10246,44,55.49,2441.56,5/5/2004 0:00,Classic Cars,1444,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10259,28,55.49,1553.72,6/15/2004 0:00,Classic Cars,1444,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10271,45,55.49,2497.05,7/20/2004 0:00,Classic Cars,1444,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10282,29,55.49,1609.21,8/20/2004 0:00,Classic Cars,1444,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10292,40,55.49,2219.6,9/8/2004 0:00,Classic Cars,1444,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10305,45,55.49,2497.05,10/13/2004 0:00,Classic Cars,1444,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10314,44,55.49,2441.56,10/22/2004 0:00,Classic Cars,1444,Heintze Collectables,0300-0000000,Smagsloget 45,79
10324,25,55.49,1387.25,11/5/2004 0:00,Classic Cars,1444,Vitachrome Inc.,0312-5551500,2678 Kingston Rd.,12
10336,45,55.49,2497.05,11/20/2004 0:00,Classic Cars,1444,"La Corne D'abondance, Co.",0300-0000000,"265, boulevard Charonne",63
10349,48,55.49,2663.52,12/1/2004 0:00,Classic Cars,1444,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10358,44,55.49,2441.56,12/10/2004 0:00,Classic Cars,1444,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10371,25,55.49,1387.25,1/23/2005 0:00,Classic Cars,1444,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10383,22,55.49,1220.78,2/22/2005 0:00,Classic Cars,1444,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10394,31,55.49,1720.19,3/15/2005 0:00,Classic Cars,1444,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10412,21,55.49,1165.29,5/3/2005 0:00,Classic Cars,1444,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10425,55,55.49,3051.95,5/31/2005 0:00,Classic Cars,1444,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10107,25,100,2500,2/24/2003 0:00,Motorcycles,1578,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10120,35,100,3500,4/29/2003 0:00,Motorcycles,1578,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10134,35,100,3500,7/1/2003 0:00,Motorcycles,1578,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10145,43,100,4300,8/25/2003 0:00,Motorcycles,1578,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10159,44,100,4400,10/10/2003 0:00,Motorcycles,1578,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10168,50,100,5000,10/28/2003 0:00,Motorcycles,1578,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10180,48,100,4800,11/11/2003 0:00,Motorcycles,1578,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10188,25,100,2500,11/18/2003 0:00,Motorcycles,1578,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10201,39,100,3900,12/1/2003 0:00,Motorcycles,1578,Mini Wheels Co.,0350-5555787,5557 North Pendale Street,9
10211,25,100,2500,1/15/2004 0:00,Motorcycles,1578,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10223,32,100,3200,2/20/2004 0:00,Motorcycles,1578,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10237,20,100,2000,4/5/2004 0:00,Motorcycles,1578,Vitachrome Inc.,0312-5551500,2678 Kingston Rd.,12
10251,26,100,2600,5/18/2004 0:00,Motorcycles,1578,Tekni Collectables Inc.,0301-5559350,7476 Moss Rd.,13
10263,42,100,4200,6/28/2004 0:00,Motorcycles,1578,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10275,21,100,2100,7/23/2004 0:00,Motorcycles,1578,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10285,34,100,3400,8/27/2004 0:00,Motorcycles,1578,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10299,47,100,4700,9/30/2004 0:00,Motorcycles,1578,"Toys of Finland, Co.",0300-0000000,Keskuskatu 45,17
10309,21,100,2100,10/15/2004 0:00,Motorcycles,1578,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10318,48,100,4800,11/2/2004 0:00,Motorcycles,1578,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10329,30,100,3000,11/15/2004 0:00,Motorcycles,1578,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10339,27,100,2700,11/23/2004 0:00,Motorcycles,1578,"Tokyo Collectables, Ltd",0333-5840555,2-2-8 Roppongi,36
10362,50,100,5000,1/5/2005 0:00,Motorcycles,1578,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10374,38,100,3800,2/2/2005 0:00,Motorcycles,1578,"Australian Gift Network, Co",0373-8446555,31 Duncan St. West End,29
10389,45,100,4500,3/3/2005 0:00,Motorcycles,1578,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10403,46,100,4600,4/8/2005 0:00,Motorcycles,1578,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10417,35,100,3500,5/13/2005 0:00,Motorcycles,1578,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10110,29,59.37,1721.73,3/18/2003 0:00,Classic Cars,1628,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10123,50,59.37,2968.5,5/20/2003 0:00,Classic Cars,1628,Atelier graphique,0300-0000000,"54, rue Royale",47
10137,26,59.37,1543.62,7/10/2003 0:00,Classic Cars,1628,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10148,47,59.37,2790.39,9/11/2003 0:00,Classic Cars,1628,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10161,23,59.37,1365.51,10/17/2003 0:00,Classic Cars,1628,Heintze Collectables,0300-0000000,Smagsloget 45,79
10172,34,59.37,2018.58,11/5/2003 0:00,Classic Cars,1628,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10181,34,59.37,2018.58,11/12/2003 0:00,Classic Cars,1628,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10192,47,59.37,2790.39,11/20/2003 0:00,Classic Cars,1628,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10204,45,59.37,2671.65,12/2/2003 0:00,Classic Cars,1628,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10212,45,59.37,2671.65,1/16/2004 0:00,Classic Cars,1628,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10226,36,59.37,2137.32,2/26/2004 0:00,Classic Cars,1628,Collectable Mini Designs Co.,0360-5558146,361 Furth Circle,56
10241,21,59.37,1246.77,4/13/2004 0:00,Classic Cars,1628,Mini Caravy,0300-0000000,"24, place Kluber",84
10266,28,59.37,1662.36,7/6/2004 0:00,Classic Cars,1628,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10278,35,59.37,2077.95,8/6/2004 0:00,Classic Cars,1628,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10288,50,59.37,2968.5,9/1/2004 0:00,Classic Cars,1628,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10301,22,59.37,1306.14,10/5/2003 0:00,Classic Cars,1628,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10311,45,59.37,2671.65,10/16/2004 0:00,Classic Cars,1628,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10321,48,59.37,2849.76,11/4/2004 0:00,Classic Cars,1628,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10332,20,59.37,1187.4,11/17/2004 0:00,Classic Cars,1628,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10343,27,59.37,1602.99,11/24/2004 0:00,Classic Cars,1628,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10367,38,59.37,2256.06,1/12/2005 0:00,Classic Cars,1628,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10379,32,59.37,1899.84,2/10/2005 0:00,Classic Cars,1628,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10407,64,59.37,3799.68,4/22/2005 0:00,Classic Cars,1628,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10420,37,59.37,2196.69,5/29/2005 0:00,Classic Cars,1628,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10106,28,88.63,2481.64,2/17/2003 0:00,Planes,1785,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10120,39,88.63,3456.57,4/29/2003 0:00,Planes,1785,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10133,41,88.63,3633.83,6/27/2003 0:00,Planes,1785,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10145,40,88.63,3545.2,8/25/2003 0:00,Planes,1785,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10168,49,88.63,4342.87,10/28/2003 0:00,Planes,1785,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10210,27,88.63,2393.01,1/12/2004 0:00,Planes,1785,Osaka Souveniers Co.,0306-6342555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",45
10223,34,88.63,3013.42,2/20/2004 0:00,Planes,1785,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10235,23,88.63,2038.49,4/2/2004 0:00,Planes,1785,"Royal Canadian Collectables, Ltd.",0304-5554555,23 Tsawassen Blvd.,58
10250,31,88.63,2747.53,5/11/2004 0:00,Planes,1785,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10262,34,88.63,3013.42,6/24/2004 0:00,Planes,1785,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10275,25,88.63,2215.75,7/23/2004 0:00,Planes,1785,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10284,22,88.63,1949.86,8/21/2004 0:00,Planes,1785,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10297,32,88.63,2836.16,9/16/2004 0:00,Planes,1785,"Clover Collections, Co.",0331-8621555,25 Maiden Lane,76
10308,31,88.63,2747.53,10/15/2004 0:00,Planes,1785,Mini Classics,0314-5554562,3758 North Pendale Street,48
10316,25,88.63,2215.75,11/1/2004 0:00,Planes,1785,giftsbymail.co.uk,0398-5558888,Garden House Crowther Way,60
10328,47,88.63,4165.61,11/12/2004 0:00,Planes,1785,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10339,21,88.63,1861.23,11/23/2004 0:00,Planes,1785,"Tokyo Collectables, Ltd",0333-5840555,2-2-8 Roppongi,36
10353,28,88.63,2481.64,12/4/2004 0:00,Planes,1785,Gift Ideas Corp.,0303-5554407,2440 Pompton St.,89
10374,46,88.63,4076.98,2/2/2005 0:00,Planes,1785,"Australian Gift Network, Co",0373-8446555,31 Duncan St. West End,29
10386,33,88.63,2924.79,3/1/2005 0:00,Planes,1785,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10398,43,88.63,3811.09,3/30/2005 0:00,Planes,1785,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10401,38,88.63,3367.94,4/3/2005 0:00,Planes,1785,Tekni Collectables Inc.,0301-5559350,7476 Moss Rd.,13
10416,47,88.63,4165.61,5/10/2005 0:00,Planes,1785,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10101,45,31.2,1404,1/9/2003 0:00,Vintage Cars,1937,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10110,20,31.2,624,3/18/2003 0:00,Vintage Cars,1937,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10124,45,31.2,1404,5/21/2003 0:00,Vintage Cars,1937,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10149,36,31.2,1123.2,9/12/2003 0:00,Vintage Cars,1937,Signal Collectibles Ltd.,0315-5554312,2793 Furth Circle,83
10162,37,31.2,1154.4,10/18/2003 0:00,Vintage Cars,1937,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10173,31,31.2,967.2,11/5/2003 0:00,Vintage Cars,1937,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10182,39,31.2,1216.8,11/12/2003 0:00,Vintage Cars,1937,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10193,26,31.2,811.2,11/21/2003 0:00,Vintage Cars,1937,"Australian Collectables, Ltd",0393-8446555,7 Allen Street,88
10205,32,31.2,998.4,12/3/2003 0:00,Vintage Cars,1937,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10214,20,31.2,624,1/26/2004 0:00,Vintage Cars,1937,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10227,42,31.2,1310.4,3/2/2004 0:00,Vintage Cars,1937,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10243,33,31.2,1029.6,4/26/2004 0:00,Vintage Cars,1937,Diecast Collectables,0317-5552555,6251 Ingle Ln.,65
10280,20,31.2,624,8/17/2004 0:00,Vintage Cars,1937,Amica Models & Co.,0311-4988555,Via Monte Bianco 34,37
10288,29,31.2,904.8,9/1/2004 0:00,Vintage Cars,1937,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10304,23,31.2,717.6,10/11/2004 0:00,Vintage Cars,1937,Auto Assoc. & Cie.,0300-0000000,"67, avenue de l'Europe",39
10312,39,31.2,1216.8,10/21/2004 0:00,Vintage Cars,1937,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10322,20,31.2,624,11/4/2004 0:00,Vintage Cars,1937,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10332,45,31.2,1404,11/17/2004 0:00,Vintage Cars,1937,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10344,20,31.2,624,11/25/2004 0:00,Vintage Cars,1937,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10356,48,31.2,1497.6,12/9/2004 0:00,Vintage Cars,1937,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10367,23,31.2,717.6,1/12/2005 0:00,Vintage Cars,1937,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10380,32,31.2,998.4,2/16/2005 0:00,Vintage Cars,1937,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10391,33,31.2,1029.6,3/9/2005 0:00,Vintage Cars,1937,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10409,61,31.2,1903.2,4/23/2005 0:00,Vintage Cars,1937,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10420,45,31.2,1404,5/29/2005 0:00,Vintage Cars,1937,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10107,38,83.03,3155.14,2/24/2003 0:00,Motorcycles,2000,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10120,34,83.03,2823.02,4/29/2003 0:00,Motorcycles,2000,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10134,43,83.03,3570.29,7/1/2003 0:00,Motorcycles,2000,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10145,47,83.03,3902.41,8/25/2003 0:00,Motorcycles,2000,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10158,22,83.03,1826.66,10/10/2003 0:00,Motorcycles,2000,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10168,29,83.03,2407.87,10/28/2003 0:00,Motorcycles,2000,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10180,28,83.03,2324.84,11/11/2003 0:00,Motorcycles,2000,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10188,40,83.03,3321.2,11/18/2003 0:00,Motorcycles,2000,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10201,25,83.03,2075.75,12/1/2003 0:00,Motorcycles,2000,Mini Wheels Co.,0350-5555787,5557 North Pendale Street,9
10210,30,83.03,2490.9,1/12/2004 0:00,Motorcycles,2000,Osaka Souveniers Co.,0306-6342555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",45
10223,38,83.03,3155.14,2/20/2004 0:00,Motorcycles,2000,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
